Heart Rate,altitude,cadence,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,power,speed,timestamp
188,105.0,232,742.0,105.0,1.0,188,0,79522,250,1.0,2021-07-20 21:23:42
181,106.0,233,743.0,106.0,1.0,181,0,79630,250,1.0,2021-07-20 21:23:43
173,107.0,234,744.0,107.0,1.0,173,0,79737,250,1.0,2021-07-20 21:23:44
166,108.0,235,745.0,108.0,1.0,166,0,79844,250,1.0,2021-07-20 21:23:45
158,109.0,236,746.0,109.0,1.0,158,0,79951,250,1.0,2021-07-20 21:23:46
150,110.0,237,747.0,110.0,1.0,150,0,80058,250,1.0,2021-07-20 21:23:47
142,111.0,238,748.0,111.0,1.0,142,0,80165,250,1.0,2021-07-20 21:23:48
134,112.0,239,749.0,112.0,1.0,134,0,80273,250,1.0,2021-07-20 21:23:49
127,113.0,240,750.0,113.0,1.0,127,0,80380,250,1.0,2021-07-20 21:23:50
119,114.0,241,751.0,114.0,1.0,119,0,80487,250,1.0,2021-07-20 21:23:51
111,115.0,242,752.0,115.0,1.0,111,0,80594,250,1.0,2021-07-20 21:23:52
103,116.0,243,753.0,116.0,1.0,103,0,80701,250,1.0,2021-07-20 21:23:53
95,117.0,244,754.0,117.0,1.0,95,0,80808,250,1.0,2021-07-20 21:23:54
87,118.0,245,755.0,118.0,1.0,87,0,80916,250,1.0,2021-07-20 21:23:55
80,119.0,246,756.0,119.0,1.0,80,0,81023,250,1.0,2021-07-20 21:23:56
72,120.0,247,757.0,120.0,1.0,72,0,81130,250,1.0,2021-07-20 21:23:57
65,121.0,248,758.0,121.0,1.0,65,0,81237,250,1.0,2021-07-20 21:23:58
58,122.0,249,759.0,122.0,1.0,58,0,81344,250,1.0,2021-07-20 21:23:59
52,123.0,250,760.0,123.0,1.0,52,0,81451,250,1.0,2021-07-20 21:24:00
46,124.0,251,761.0,124.0,1.0,46,0,81559,250,1.0,2021-07-20 21:24:01
40,125.0,252,762.0,125.0,1.0,40,0,81666,250,1.0,2021-07-20 21:24:02
34,126.0,253,763.0,126.0,1.0,34,0,81773,250,1.0,2021-07-20 21:24:03
29,127.0,254,764.0,127.0,1.0,29,0,81880,250,1.0,2021-07-20 21:24:04
24,127.0,0,765.0,127.0,1.0,24,0,81987,150,1.0,2021-07-20 21:24:05
19,126.0,1,766.0,126.0,1.0,19,0,82095,150,1.0,2021-07-20 21:24:06
15,125.0,2,767.0,125.0,1.0,15,0,82202,150,1.0,2021-07-20 21:24:07
12,124.0,3,768.0,124.0,1.0,12,0,82309,150,1.0,2021-07-20 21:24:08
8,123.0,4,769.0,123.0,1.0,8,0,82416,150,1.0,2021-07-20 21:24:09
6,122.0,5,770.0,122.0,1.0,6,0,82523,150,1.0,2021-07-20 21:24:10
3,121.0,6,771.0,121.0,1.0,3,0,82630,150,1.0,2021-07-20 21:24:11
2,120.0,7,772.0,120.0,1.0,2,0,82738,150,1.0,2021-07-20 21:24:12
1,119.0,8,773.0,119.0,1.0,1,0,82845,150,1.0,2021-07-20 21:24:13
0,118.0,9,774.0,118.0,1.0,0,0,82952,150,1.0,2021-07-20 21:24:14
0,117.0,10,775.0,117.0,1.0,0,0,83059,150,1.0,2021-07-20 21:24:15
0,116.0,11,776.0,116.0,1.0,0,0,83166,150,1.0,2021-07-20 21:24:16
1,115.0,12,777.0,115.0,1.0,1,0,83273,150,1.0,2021-07-20 21:24:17
2,114.0,13,778.0,114.0,1.0,2,0,83381,150,1.0,2021-07-20 21:24:18
3,113.0,14,779.0,113.0,1.0,3,0,83488,150,1.0,2021-07-20 21:24:19
6,112.0,15,780.0,112.0,1.0,6,0,83595,150,1.0,2021-07-20 21:24:20
8,111.0,16,781.0,111.0,1.0,8,0,83702,150,1.0,2021-07-20 21:24:21
12,110.0,17,782.0,110.0,1.0,12,0,83809,150,1.0,2021-07-20 21:24:22
15,109.0,18,783.0,109.0,1.0,15,0,83916,150,1.0,2021-07-20 21:24:23
19,108.0,19,784.0,108.0,1.0,19,0,84024,150,1.0,2021-07-20 21:24:24
24,107.0,20,785.0,107.0,1.0,24,0,84131,150,1.0,2021-07-20 21:24:25
29,106.0,21,786.0,106.0,1.0,29,0,84238,150,1.0,2021-07-20 21:24:26
34,105.0,22,787.0,105.0,1.0,34,0,84345,150,1.0,2021-07-20 21:24:27
40,104.0,23,788.0,104.0,1.0,40,0,84452,150,1.0,2021-07-20 21:24:28
46,103.0,24,789.0,103.0,1.0,46,0,84559,150,1.0,2021-07-20 21:24:29
52,102.0,25,790.0,102.0,1.0,52,0,84667,150,1.0,2021-07-20 21:24:30
58,101.0,26,791.0,101.0,1.0,58,0,84774,150,1.0,2021-07-20 21:24:31
65,100.0,27,792.0,100.0,1.0,65,0,84881,150,1.0,2021-07-20 21:24:32
72,99.0,28,793.0,99.0,1.0,72,0,84988,150,1.0,2021-07-20 21:24:33
80,98.0,29,794.0,98.0,1.0,80,0,85095,150,1.0,2021-07-20 21:24:34
87,97.0,30,795.0,97.0,1.0,87,0,85203,150,1.0,2021-07-20 21:24:35
95,96.0,31,796.0,96.0,1.0,95,0,85310,150,1.0,2021-07-20 21:24:36
103,95.0,32,797.0,95.0,1.0,103,0,85417,150,1.0,2021-07-20 21:24:37
111,94.0,33,798.0,94.0,1.0,111,0,85524,150,1.0,2021-07-20 21:24:38
119,93.0,34,799.0,93.0,1.0,119,0,85631,150,1.0,2021-07-20 21:24:39
126,92.0,35,800.0,92.0,1.0,126,0,85738,150,1.0,2021-07-20 21:24:40
134,91.0,36,801.0,91.0,1.0,134,0,85846,150,1.0,2021-07-20 21:24:41
142,90.0,37,802.0,90.0,1.0,142,0,85953,150,1.0,2021-07-20 21:24:42
150,89.0,38,803.0,89.0,1.0,150,0,86060,150,1.0,2021-07-20 21:24:43
158,88.0,39,804.0,88.0,1.0,158,0,86167,150,1.0,2021-07-20 21:24:44
166,87.0,40,805.0,87.0,1.0,166,0,86274,150,1.0,2021-07-20 21:24:45
173,86.0,41,806.0,86.0,1.0,173,0,86381,150,1.0,2021-07-20 21:24:46
181,85.0,42,807.0,85.0,1.0,181,0,86489,150,1.0,2021-07-20 21:24:47
188,84.0,43,808.0,84.0,1.0,188,0,86596,150,1.0,2021-07-20 21:24:48
195,83.0,44,809.0,83.0,1.0,195,0,86703,150,1.0,2021-07-20 21:24:49
201,82.0,45,810.0,82.0,1.0,201,0,86810,150,1.0,2021-07-20 21:24:50
207,81.0,46,811.0,81.0,1.0,207,0,86917,150,1.0,2021-07-20 21:24:51
213,80.0,47,812.0,80.0,1.0,213,0,87024,150,1.0,2021-07-20 21:24:52
219,79.0,48,813.0,79.0,1.0,219,0,87132,150,1.0,2021-07-20 21:24:53
224,78.0,49,814.0,78.0,1.0,224,0,87239,150,1.0,2021-07-20 21:24:54
229,77.0,50,815.0,77.0,1.0,229,0,87346,150,1.0,2021-07-20 21:24:55
234,76.0,51,816.0,76.0,1.0,234,0,87453,150,1.0,2021-07-20 21:24:56
238,75.0,52,817.0,75.0,1.0,238,0,87560,150,1.0,2021-07-20 21:24:57
241,74.0,53,818.0,74.0,1.0,241,0,87668,150,1.0,2021-07-20 21:24:58
245,73.0,54,819.0,73.0,1.0,245,0,87775,150,1.0,2021-07-20 21:24:59
247,72.0,55,820.0,72.0,1.0,247,0,87882,150,1.0,2021-07-20 21:25:00
250,71.0,56,821.0,71.0,1.0,250,0,87989,150,1.0,2021-07-20 21:25:01
251,70.0,57,822.0,70.0,1.0,251,0,88096,150,1.0,2021-07-20 21:25:02
252,69.0,58,823.0,69.0,1.0,252,0,88203,150,1.0,2021-07-20 21:25:03
253,68.0,59,824.0,68.0,1.0,253,0,88311,150,1.0,2021-07-20 21:25:04
254,67.0,60,825.0,67.0,1.0,254,0,88418,150,1.0,2021-07-20 21:25:05
253,66.0,61,826.0,66.0,1.0,253,0,88525,150,1.0,2021-07-20 21:25:06
252,65.0,62,827.0,65.0,1.0,252,0,88632,150,1.0,2021-07-20 21:25:07
251,64.0,63,828.0,64.0,1.0,251,0,88739,150,1.0,2021-07-20 21:25:08
250,63.0,64,829.0,63.0,1.0,250,0,88846,150,1.0,2021-07-20 21:25:09
247,62.0,65,830.0,62.0,1.0,247,0,88954,150,1.0,2021-07-20 21:25:10
245,61.0,66,831.0,61.0,1.0,245,0,89061,150,1.0,2021-07-20 21:25:11
241,60.0,67,832.0,60.0,1.0,241,0,89168,150,1.0,2021-07-20 21:25:12
238,59.0,68,833.0,59.0,1.0,238,0,89275,150,1.0,2021-07-20 21:25:13
234,58.0,69,834.0,58.0,1.0,234,0,89382,150,1.0,2021-07-20 21:25:14
229,57.0,70,835.0,57.0,1.0,229,0,89489,150,1.0,2021-07-20 21:25:15
224,56.0,71,836.0,56.0,1.0,224,0,89597,150,1.0,2021-07-20 21:25:16
219,55.0,72,837.0,55.0,1.0,219,0,89704,150,1.0,2021-07-20 21:25:17
213,54.0,73,838.0,54.0,1.0,213,0,89811,150,1.0,2021-07-20 21:25:18
207,53.0,74,839.0,53.0,1.0,207,0,89918,150,1.0,2021-07-20 21:25:19
201,52.0,75,840.0,52.0,1.0,201,0,90025,150,1.0,2021-07-20 21:25:20
195,51.0,76,841.0,51.0,1.0,195,0,90132,150,1.0,2021-07-20 21:25:21
188,50.0,77,842.0,50.0,1.0,188,0,90240,150,1.0,2021-07-20 21:25:22
181,49.0,78,843.0,49.0,1.0,181,0,90347,150,1.0,2021-07-20 21:25:23
173,48.0,79,844.0,48.0,1.0,173,0,90454,150,1.0,2021-07-20 21:25:24
166,47.0,80,845.0,47.0,1.0,166,0,90561,150,1.0,2021-07-20 21:25:25
158,46.0,81,846.0,46.0,1.0,158,0,90668,150,1.0,2021-07-20 21:25:26
150,45.0,82,847.0,45.0,1.0,150,0,90776,150,1.0,2021-07-20 21:25:27
142,44.0,83,848.0,44.0,1.0,142,0,90883,150,1.0,2021-07-20 21:25:28
134,43.0,84,849.0,43.0,1.0,134,0,90990,150,1.0,2021-07-20 21:25:29
127,42.0,85,850.0,42.0,1.0,127,0,91097,150,1.0,2021-07-20 21:25:30
119,41.0,86,851.0,41.0,1.0,119,0,91204,150,1.0,2021-07-20 21:25:31
111,40.0,87,852.0,40.0,1.0,111,0,91311,150,1.0,2021-07-20 21:25:32
103,39.0,88,853.0,39.0,1.0,103,0,91419,150,1.0,2021-07-20 21:25:33
95,38.0,89,854.0,38.0,1.0,95,0,91526,150,1.0,2021-07-20 21:25:34
87,37.0,90,855.0,37.0,1.0,87,0,91633,150,1.0,2021-07-20 21:25:35
80,36.0,91,856.0,36.0,1.0,80,0,91740,150,1.0,2021-07-20 21:25:36
72,35.0,92,857.0,35.0,1.0,72,0,91847,150,1.0,2021-07-20 21:25:37
65,34.0,93,858.0,34.0,1.0,65,0,91954,150,1.0,2021-07-20 21:25:38
58,33.0,94,859.0,33.0,1.0,58,0,92062,150,1.0,2021-07-20 21:25:39
52,32.0,95,860.0,32.0,1.0,52,0,92169,150,1.0,2021-07-20 21:25:40
46,31.0,96,861.0,31.0,1.0,46,0,92276,150,1.0,2021-07-20 21:25:41
40,30.0,97,862.0,30.0,1.0,40,0,92383,150,1.0,2021-07-20 21:25:42
34,29.0,98,863.0,29.0,1.0,34,0,92490,150,1.0,2021-07-20 21:25:43
29,28.0,99,864.0,28.0,1.0,29,0,92597,150,1.0,2021-07-20 21:25:44
24,27.0,100,865.0,27.0,1.0,24,0,92705,150,1.0,2021-07-20 21:25:45
19,26.0,101,866.0,26.0,1.0,19,0,92812,150,1.0,2021-07-20 21:25:46
15,25.0,102,867.0,25.0,1.0,15,0,92919,150,1.0,2021-07-20 21:25:47
12,24.0,103,868.0,24.0,1.0,12,0,93026,150,1.0,2021-07-20 21:25:48
8,23.0,104,869.0,23.0,1.0,8,0,93133,150,1.0,2021-07-20 21:25:49
6,22.0,105,870.0,22.0,1.0,6,0,93241,150,1.0,2021-07-20 21:25:50
3,21.0,106,871.0,21.0,1.0,3,0,93348,150,1.0,2021-07-20 21:25:51
2,20.0,107,872.0,20.0,1.0,2,0,93455,150,1.0,2021-07-20 21:25:52
1,19.0,108,873.0,19.0,1.0,1,0,93562,150,1.0,2021-07-20 21:25:53
0,18.0,109,874.0,18.0,1.0,0,0,93669,150,1.0,2021-07-20 21:25:54
0,17.0,110,875.0,17.0,1.0,0,0,93776,150,1.0,2021-07-20 21:25:55
0,16.0,111,876.0,16.0,1.0,0,0,93884,150,1.0,2021-07-20 21:25:56
1,15.0,112,877.0,15.0,1.0,1,0,93991,150,1.0,2021-07-20 21:25:57
2,14.0,113,878.0,14.0,1.0,2,0,94098,150,1.0,2021-07-20 21:25:58
3,13.0,114,879.0,13.0,1.0,3,0,94205,150,1.0,2021-07-20 21:25:59
6,12.0,115,880.0,12.0,1.0,6,0,94312,150,1.0,2021-07-20 21:26:00
8,11.0,116,881.0,11.0,1.0,8,0,94419,150,1.0,2021-07-20 21:26:01
12,10.0,117,882.0,10.0,1.0,12,0,94527,150,1.0,2021-07-20 21:26:02
15,9.0,118,883.0,9.0,1.0,15,0,94634,150,1.0,2021-07-20 21:26:03
19,8.0,119,884.0,8.0,1.0,19,0,94741,150,1.0,2021-07-20 21:26:04
24,7.0,120,885.0,7.0,1.0,24,0,94848,150,1.0,2021-07-20 21:26:05
29,6.0,121,886.0,6.0,1.0,29,0,94955,150,1.0,2021-07-20 21:26:06
34,5.0,122,887.0,5.0,1.0,34,0,95062,150,1.0,2021-07-20 21:26:07
40,4.0,123,888.0,4.0,1.0,40,0,95170,150,1.0,2021-07-20 21:26:08
46,3.0,124,889.0,3.0,1.0,46,0,95277,150,1.0,2021-07-20 21:26:09
52,2.0,125,890.0,2.0,1.0,52,0,95384,150,1.0,2021-07-20 21:26:10
58,1.0,126,891.0,1.0,1.0,58,0,95491,150,1.0,2021-07-20 21:26:11
65,0.0,127,892.0,0.0,1.0,65,0,95598,250,1.0,2021-07-20 21:26:12
72,1.0,128,893.0,1.0,1.0,72,0,95705,250,1.0,2021-07-20 21:26:13
80,2.0,129,894.0,2.0,1.0,80,0,95813,250,1.0,2021-07-20 21:26:14
87,3.0,130,895.0,3.0,1.0,87,0,95920,250,1.0,2021-07-20 21:26:15
95,4.0,131,896.0,4.0,1.0,95,0,96027,250,1.0,2021-07-20 21:26:16
103,5.0,132,897.0,5.0,1.0,103,0,96134,250,1.0,2021-07-20 21:26:17
111,6.0,133,898.0,6.0,1.0,111,0,96241,250,1.0,2021-07-20 21:26:18
119,7.0,134,899.0,7.0,1.0,119,0,96349,250,1.0,2021-07-20 21:26:19
126,8.0,135,900.0,8.0,1.0,126,0,96456,250,1.0,2021-07-20 21:26:20
134,9.0,136,901.0,9.0,1.0,134,0,96563,250,1.0,2021-07-20 21:26:21
142,10.0,137,902.0,10.0,1.0,142,0,96670,250,1.0,2021-07-20 21:26:22
150,11.0,138,903.0,11.0,1.0,150,0,96777,250,1.0,2021-07-20 21:26:23
158,12.0,139,904.0,12.0,1.0,158,0,96884,250,1.0,2021-07-20 21:26:24
166,13.0,140,905.0,13.0,1.0,166,0,96992,250,1.0,2021-07-20 21:26:25
173,14.0,141,906.0,14.0,1.0,173,0,97099,250,1.0,2021-07-20 21:26:26
181,15.0,142,907.0,15.0,1.0,181,0,97206,250,1.0,2021-07-20 21:26:27
188,16.0,143,908.0,16.0,1.0,188,0,97313,250,1.0,2021-07-20 21:26:28
195,17.0,144,909.0,17.0,1.0,195,0,97420,250,1.0,2021-07-20 21:26:29
201,18.0,145,910.0,18.0,1.0,201,0,97527,250,1.0,2021-07-20 21:26:30
207,19.0,146,911.0,19.0,1.0,207,0,97635,250,1.0,2021-07-20 21:26:31
213,20.0,147,912.0,20.0,1.0,213,0,97742,250,1.0,2021-07-20 21:26:32
219,21.0,148,913.0,21.0,1.0,219,0,97849,250,1.0,2021-07-20 21:26:33
224,22.0,149,914.0,22.0,1.0,224,0,97956,250,1.0,2021-07-20 21:26:34
229,23.0,150,915.0,23.0,1.0,229,0,98063,250,1.0,2021-07-20 21:26:35
234,24.0,151,916.0,24.0,1.0,234,0,98170,250,1.0,2021-07-20 21:26:36
238,25.0,152,917.0,25.0,1.0,238,0,98278,250,1.0,2021-07-20 21:26:37
241,26.0,153,918.0,26.0,1.0,241,0,98385,250,1.0,2021-07-20 21:26:38
245,27.0,154,919.0,27.0,1.0,245,0,98492,250,1.0,2021-07-20 21:26:39
247,28.0,155,920.0,28.0,1.0,247,0,98599,250,1.0,2021-07-20 21:26:40
250,29.0,156,921.0,29.0,1.0,250,0,98706,250,1.0,2021-07-20 21:26:41
251,30.0,157,922.0,30.0,1.0,251,0,98814,250,1.0,2021-07-20 21:26:42
252,31.0,158,923.0,31.0,1.0,252,0,98921,250,1.0,2021-07-20 21:26:43
253,32.0,159,924.0,32.0,1.0,253,0,99028,250,1.0,2021-07-20 21:26:44
254,33.0,160,925.0,33.0,1.0,254,0,99135,250,1.0,2021-07-20 21:26:45
253,34.0,161,926.0,34.0,1.0,253,0,99242,250,1.0,2021-07-20 21:26:46
252,35.0,162,927.0,35.0,1.0,252,0,99349,250,1.0,2021-07-20 21:26:47
251,36.0,163,928.0,36.0,1.0,251,0,99457,250,1.0,2021-07-20 21:26:48
250,37.0,164,929.0,37.0,1.0,250,0,99564,250,1.0,2021-07-20 21:26:49
247,38.0,165,930.0,38.0,1.0,247,0,99671,250,1.0,2021-07-20 21:26:50
245,39.0,166,931.0,39.0,1.0,245,0,99778,250,1.0,2021-07-20 21:26:51
241,40.0,167,932.0,40.0,1.0,241,0,99885,250,1.0,2021-07-20 21:26:52
238,41.0,168,933.0,41.0,1.0,238,0,99992,250,1.0,2021-07-20 21:26:53
234,42.0,169,934.0,42.0,1.0,234,0,100100,250,1.0,2021-07-20 21:26:54
229,43.0,170,935.0,43.0,1.0,229,0,100207,250,1.0,2021-07-20 21:26:55
224,44.0,171,936.0,44.0,1.0,224,0,100314,250,1.0,2021-07-20 21:26:56
219,45.0,172,937.0,45.0,1.0,219,0,100421,250,1.0,2021-07-20 21:26:57
213,46.0,173,938.0,46.0,1.0,213,0,100528,250,1.0,2021-07-20 21:26:58
207,47.0,174,939.0,47.0,1.0,207,0,100635,250,1.0,2021-07-20 21:26:59
201,48.0,175,940.0,48.0,1.0,201,0,100743,250,1.0,2021-07-20 21:27:00
195,49.0,176,941.0,49.0,1.0,195,0,100850,250,1.0,2021-07-20 21:27:01
188,50.0,177,942.0,50.0,1.0,188,0,100957,250,1.0,2021-07-20 21:27:02
181,51.0,178,943.0,51.0,1.0,181,0,101064,250,1.0,2021-07-20 21:27:03
173,52.0,179,944.0,52.0,1.0,173,0,101171,250,1.0,2021-07-20 21:27:04
166,53.0,180,945.0,53.0,1.0,166,0,101278,250,1.0,2021-07-20 21:27:05
158,54.0,181,946.0,54.0,1.0,158,0,101386,250,1.0,2021-07-20 21:27:06
150,55.0,182,947.0,55.0,1.0,150,0,101493,250,1.0,2021-07-20 21:27:07
142,56.0,183,948.0,56.0,1.0,142,0,101600,250,1.0,2021-07-20 21:27:08
134,57.0,184,949.0,57.0,1.0,134,0,101707,250,1.0,2021-07-20 21:27:09
127,58.0,185,950.0,58.0,1.0,127,0,101814,250,1.0,2021-07-20 21:27:10
119,59.0,186,951.0,59.0,1.0,119,0,101922,250,1.0,2021-07-20 21:27:11
111,60.0,187,952.0,60.0,1.0,111,0,102029,250,1.0,2021-07-20 21:27:12
103,61.0,188,953.0,61.0,1.0,103,0,102136,250,1.0,2021-07-20 21:27:13
95,62.0,189,954.0,62.0,1.0,95,0,102243,250,1.0,2021-07-20 21:27:14
87,63.0,190,955.0,63.0,1.0,87,0,102350,250,1.0,2021-07-20 21:27:15
80,64.0,191,956.0,64.0,1.0,80,0,102457,250,1.0,2021-07-20 21:27:16
72,65.0,192,957.0,65.0,1.0,72,0,102565,250,1.0,2021-07-20 21:27:17
65,66.0,193,958.0,66.0,1.0,65,0,102672,250,1.0,2021-07-20 21:27:18
58,67.0,194,959.0,67.0,1.0,58,0,102779,250,1.0,2021-07-20 21:27:19
52,68.0,195,960.0,68.0,1.0,52,0,102886,250,1.0,2021-07-20 21:27:20
46,69.0,196,961.0,69.0,1.0,46,0,102993,250,1.0,2021-07-20 21:27:21
40,70.0,197,962.0,70.0,1.0,40,0,103100,250,1.0,2021-07-20 21:27:22
34,71.0,198,963.0,71.0,1.0,34,0,103208,250,1.0,2021-07-20 21:27:23
29,72.0,199,964.0,72.0,1.0,29,0,103315,250,1.0,2021-07-20 21:27:24
24,73.0,200,965.0,73.0,1.0,24,0,103422,250,1.0,2021-07-20 21:27:25
19,74.0,201,966.0,74.0,1.0,19,0,103529,250,1.0,2021-07-20 21:27:26
15,75.0,202,967.0,75.0,1.0,15,0,103636,250,1.0,2021-07-20 21:27:27
12,76.0,203,968.0,76.0,1.0,12,0,103743,250,1.0,2021-07-20 21:27:28
8,77.0,204,969.0,77.0,1.0,8,0,103851,250,1.0,2021-07-20 21:27:29
6,78.0,205,970.0,78.0,1.0,6,0,103958,250,1.0,2021-07-20 21:27:30
3,79.0,206,971.0,79.0,1.0,3,0,104065,250,1.0,2021-07-20 21:27:31
2,80.0,207,972.0,80.0,1.0,2,0,104172,250,1.0,2021-07-20 21:27:32
1,81.0,208,973.0,81.0,1.0,1,0,104279,250,1.0,2021-07-20 21:27:33
0,82.0,209,974.0,82.0,1.0,0,0,104387,250,1.0,2021-07-20 21:27:34
0,83.0,210,975.0,83.0,1.0,0,0,104494,250,1.0,2021-07-20 21:27:35
0,84.0,211,976.0,84.0,1.0,0,0,104601,250,1.0,2021-07-20 21:27:36
1,85.0,212,977.0,85.0,1.0,1,0,104708,250,1.0,2021-07-20 21:27:37
2,86.0,213,978.0,86.0,1.0,2,0,104815,250,1.0,2021-07-20 21:27:38
3,87.0,214,979.0,87.0,1.0,3,0,104922,250,1.0,2021-07-20 21:27:39
6,88.0,215,980.0,88.0,1.0,6,0,105030,250,1.0,2021-07-20 21:27:40
8,89.0,216,981.0,89.0,1.0,8,0,105137,250,1.0,2021-07-20 21:27:41
12,90.0,217,982.0,90.0,1.0,12,0,105244,250,1.0,2021-07-20 21:27:42
15,91.0,218,983.0,91.0,1.0,15,0,105351,250,1.0,2021-07-20 21:27:43
19,92.0,219,984.0,92.0,1.0,19,0,105458,250,1.0,2021-07-20 21:27:44
24,93.0,220,985.0,93.0,1.0,24,0,105565,250,1.0,2021-07-20 21:27:45
29,94.0,221,986.0,94.0,1.0,29,0,105673,250,1.0,2021-07-20 21:27:46
34,95.0,222,987.0,95.0,1.0,34,0,105780,250,1.0,2021-07-20 21:27:47
40,96.0,223,988.0,96.0,1.0,40,0,105887,250,1.0,2021-07-20 21:27:48
46,97.0,224,989.0,97.0,1.0,46,0,105994,250,1.0,2021-07-20 21:27:49
52,98.0,225,990.0,98.0,1.0,52,0,106101,250,1.0,2021-07-20 21:27:50
58,99.0,226,991.0,99.0,1.0,58,0,106208,250,1.0,2021-07-20 21:27:51
65,100.0,227,992.0,100.0,1.0,65,0,106316,250,1.0,2021-07-20 21:27:52
72,101.0,228,993.0,101.0,1.0,72,0,106423,250,1.0,2021-07-20 21:27:53
80,102.0,229,994.0,102.0,1.0,80,0,106530,250,1.0,2021-07-20 21:27:54
87,103.0,230,995.0,103.0,1.0,87,0,106637,250,1.0,2021-07-20 21:27:55
95,104.0,231,996.0,104.0,1.0,95,0,106744,250,1.0,2021-07-20 21:27:56
103,105.0,232,997.0,105.0,1.0,103,0,106851,250,1.0,2021-07-20 21:27:57
111,106.0,233,998.0,106.0,1.0,111,0,106959,250,1.0,2021-07-20 21:27:58
119,107.0,234,999.0,107.0,1.0,119,0,107066,250,1.0,2021-07-20 21:27:59
126,108.0,235,1000.0,108.0,1.0,126,0,107173,250,1.0,2021-07-20 21:28:00
134,109.0,236,1001.0,109.0,1.0,134,0,107280,250,1.0,2021-07-20 21:28:01
142,110.0,237,1002.0,110.0,1.0,142,0,107387,250,1.0,2021-07-20 21:28:02
150,111.0,238,1003.0,111.0,1.0,150,0,107495,250,1.0,2021-07-20 21:28:03
158,112.0,239,1004.0,112.0,1.0,158,0,107602,250,1.0,2021-07-20 21:28:04
166,113.0,240,1005.0,113.0,1.0,166,0,107709,250,1.0,2021-07-20 21:28:05
173,114.0,241,1006.0,114.0,1.0,173,0,107816,250,1.0,2021-07-20 21:28:06
181,115.0,242,1007.0,115.0,1.0,181,0,107923,250,1.0,2021-07-20 21:28:07
188,116.0,243,1008.0,116.0,1.0,188,0,108030,250,1.0,2021-07-20 21:28:08
195,117.0,244,1009.0,117.0,1.0,195,0,108138,250,1.0,2021-07-20 21:28:09
201,118.0,245,1010.0,118.0,1.0,201,0,108245,250,1.0,2021-07-20 21:28:10
207,119.0,246,1011.0,119.0,1.0,207,0,108352,250,1.0,2021-07-20 21:28:11
213,120.0,247,1012.0,120.0,1.0,213,0,108459,250,1.0,2021-07-20 21:28:12
219,121.0,248,1013.0,121.0,1.0,219,0,108566,250,1.0,2021-07-20 21:28:13
224,122.0,249,1014.0,122.0,1.0,224,0,108673,250,1.0,2021-07-20 21:28:14
229,123.0,250,1015.0,123.0,1.0,229,0,108781,250,1.0,2021-07-20 21:28:15
234,124.0,251,1016.0,124.0,1.0,234,0,108888,250,1.0,2021-07-20 21:28:16
238,125.0,252,1017.0,125.0,1.0,238,0,108995,250,1.0,2021-07-20 21:28:17
241,126.0,253,1018.0,126.0,1.0,241,0,109102,250,1.0,2021-07-20 21:28:18
245,127.0,254,1019.0,127.0,1.0,245,0,109209,250,1.0,2021-07-20 21:28:19
247,127.0,0,1020.0,127.0,1.0,247,0,109316,150,1.0,2021-07-20 21:28:20
250,126.0,1,1021.0,126.0,1.0,250,0,109424,150,1.0,2021-07-20 21:28:21
251,125.0,2,1022.0,125.0,1.0,251,0,109531,150,1.0,2021-07-20 21:28:22
252,124.0,3,1023.0,124.0,1.0,252,0,109638,150,1.0,2021-07-20 21:28:23
253,123.0,4,1024.0,123.0,1.0,253,0,109745,150,1.0,2021-07-20 21:28:24
254,122.0,5,1025.0,122.0,1.0,254,0,109852,150,1.0,2021-07-20 21:28:25
253,121.0,6,1026.0,121.0,1.0,253,0,109959,150,1.0,2021-07-20 21:28:26
252,120.0,7,1027.0,120.0,1.0,252,0,110067,150,1.0,2021-07-20 21:28:27
251,119.0,8,1028.0,119.0,1.0,251,0,110174,150,1.0,2021-07-20 21:28:28
250,118.0,9,1029.0,118.0,1.0,250,0,110281,150,1.0,2021-07-20 21:28:29
247,117.0,10,1030.0,117.0,1.0,247,0,110388,150,1.0,2021-07-20 21:28:30
245,116.0,11,1031.0,116.0,1.0,245,0,110495,150,1.0,2021-07-20 21:28:31
241,115.0,12,1032.0,115.0,1.0,241,0,110603,150,1.0,2021-07-20 21:28:32
238,114.0,13,1033.0,114.0,1.0,238,0,110710,150,1.0,2021-07-20 21:28:33
234,113.0,14,1034.0,113.0,1.0,234,0,110817,150,1.0,2021-07-20 21:28:34
229,112.0,15,1035.0,112.0,1.0,229,0,110924,150,1.0,2021-07-20 21:28:35
224,111.0,16,1036.0,111.0,1.0,224,0,111031,150,1.0,2021-07-20 21:28:36
219,110.0,17,1037.0,110.0,1.0,219,0,111138,150,1.0,2021-07-20 21:28:37
213,109.0,18,1038.0,109.0,1.0,213,0,111246,150,1.0,2021-07-20 21:28:38
207,108.0,19,1039.0,108.0,1.0,207,0,111353,150,1.0,2021-07-20 21:28:39
201,107.0,20,1040.0,107.0,1.0,201,0,111460,150,1.0,2021-07-20 21:28:40
195,106.0,21,1041.0,106.0,1.0,195,0,111567,150,1.0,2021-07-20 21:28:41
188,105.0,22,1042.0,105.0,1.0,188,0,111674,150,1.0,2021-07-20 21:28:42
181,104.0,23,1043.0,104.0,1.0,181,0,111781,150,1.0,2021-07-20 21:28:43
